,acc,loss,time,top_k_acc,val_acc,val_loss,val_top_k_acc
0,0.06714081304324404,10.116063245815953,107902.68636465073,0.19089036321306713,0.0538661858974359,6.312992857664059,0.16139823717948718
1,0.12872754069161996,5.422555276806289,107902.68636465073,0.3214726483737378,0.08329326923076923,6.072621942177797,0.22596153846153846
2,0.16004899148285776,5.271406805346047,107902.68636465073,0.37517515079558844,0.09765625,6.119149068685679,0.25562900641025643
3,0.1820842300664107,5.1768629593373285,107902.68636465073,0.40815463073366015,0.1366386217948718,5.6883057814378,0.3193108974358974
4,0.1973983617985903,5.112750461861863,107902.68636465073,0.42998847029653947,0.13553685897435896,5.789478857089311,0.3190705128205128
5,0.20940189955188887,5.071080616379448,107902.68636465073,0.4460832183876559,0.14935897435897436,5.666831648655426,0.3411658653846154
6,0.21805190942667999,5.044608897776113,107902.68636465073,0.4581609146950947,0.14056490384615383,5.6906840189909325,0.3436698717948718
7,0.2248292206560456,5.027442075133079,107902.68636465073,0.46622780414968185,0.1625801282051282,5.532201933249449,0.3760016025641026
8,0.2291678863797626,5.018598245051008,107902.68636465073,0.47213628937159446,0.12620192307692307,6.008731712439121,0.30410657051282053
9,0.2328266352547051,5.014689339084128,107902.68636465073,0.47700811606840154,0.14094551282051282,5.860910018285115,0.32700320512820513
10,0.23606541252854052,5.013984590401356,107902.68636465073,0.4808151820515605,0.16296073717948717,5.703642390324519,0.3682491987179487
11,0.2388030340996993,5.0135121696682585,107902.68636465073,0.48401102542557173,0.17457932692307693,5.56018766501011,0.38559695512820513
12,0.24010744403573148,5.015173681300799,107902.68636465073,0.48544657890979886,0.17502003205128205,5.56214530651386,0.3852363782051282
13,0.24172410051531976,5.010403810031904,107902.68636465073,0.4870889957294107,0.16430288461538461,5.635463978694036,0.37073317307692305
14,0.24363036566415597,5.005699370942782,107902.68636465073,0.489924974962056,0.1741386217948718,5.5614571070059755,0.3867988782051282
15,0.2451260266081241,5.003713484781245,107902.68636465073,0.4911427364818946,0.1605769230769231,5.68712107095963,0.3661258012820513
16,0.246702871653435,4.999513782922659,107902.68636465073,0.4933495389290173,0.17251602564102564,5.578320222023206,0.3896834935897436
17,0.24739371713125385,4.996743731313614,107902.68636465073,0.49487954699287734,0.1778445512820513,5.580324768408751,0.3915665064102564
18,0.2487590151433396,4.99238926044029,107902.68636465073,0.4964040907419913,0.17614182692307692,5.617993167730478,0.3887219551282051
19,0.25069104063202496,4.991067127396807,107902.68636465073,0.4983517285581604,0.17506009615384616,5.612273971851056,0.3834735576923077
20,0.4003375385138225,3.8119091044305042,107902.68636465073,0.6594053732949717,0.3943910256410256,3.6386737750126765,0.655448717948718
21,0.4273226654301936,3.3925504291104924,107902.68636465073,0.6877425277453827,0.3791466346153846,3.6442693698100554,0.6375600961538461
22,0.4342943501330943,3.313321972255413,107902.68636465073,0.6948094476439032,0.39631410256410254,3.537157844885802,0.6591546474358975
23,0.441166115942058,3.2871050082977065,107902.68636465073,0.7012370427442565,0.3880809294871795,3.5858704236837533,0.6526241987179487
